CircleName,Abbrev,LatLong
"Paso del Itsmo Biological Corridor, Rivas, Nicaragua",NIPI,11.2050760000/-85.7307750000

CountYear3,LowTemp,HighTemp,AMCloud,PMClouds,AMRain,PMRain,AMSnow,PMSnow
123,23.0 Celsius,29.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,None,None
122,26.0 Celsius,34.0 Celsius,Partly Cloudy,Partly Cloudy,Light,None,,
121,20.0 Celsius,30.0 Celsius,Partly Cloudy,Partly Cloudy,"Light
None",None,None,None
120,24.0 Celsius,30.0 Celsius,Clear,Clear,None,None,None,None
119,73.0 Fahrenheit,81.0 Fahrenheit,Clear,Clear,None,None,None,None
118,73.0 Fahrenheit,84.0 Fahrenheit,Clear,Clear,None,None,None,None
117,72.0 Fahrenheit,91.0 Fahrenheit,Partly Cloudy,Partly Cloudy,"Light
None",None,None,None
116,25.0 Celsius,31.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
115,23.0 Celsius,32.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,None,None

CountYear5,LowTemp3,HighTemp2,AMCloud2,PMClouds2
123,01/04/2023,39,70.30,175
122,01/04/2022,71,52.00,166
121,01/05/2021,56,67.10,172
120,01/04/2020,49,45.60,149
119,01/05/2019,77,33.91,137
118,01/04/2018,58,51.00,116
117,01/03/2017,102,73.75,147
116,01/03/2016,61,85.50,163
115,01/02/2015,90,56.50,129

CountYear4,LowTemp2
123,"Paso Pacifico, International Institute of Tropical Forestry, Kathryn McQuade Foundation, USFWS."
122,"Paso Pacifico, International Institute of Tropical Forestry, Kathryn McQuade Foundation, USFWS, FUNDENIC-SOS, SETNET Comunicaciones, Reserva Natura"
121,"Paso Pacifico, International Institute of Tropical Forestry, Kathryn McQuade Foundation, USFWS, FUNDENIC-SOS, SETNET Comunicaciones, Reserva Natura"
120,Paso Pacifico
119,Paso Pacifico
118,Paso Pacifico
117,
116,Paso Pacifico.
115,"US Forest Service International Institute of Tropical Forestry, 
Gobierno del Poder de las Familias y Comunidades de San Juan del Sur "

COM_NAME,CountYear,how_manyCW,NumberByPartyHours,Flags
"Thicket Tinamou
[Crypturellus cinnamomeus]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",1,0.0196,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"Thicket Tinamou
[Crypturellus cinnamomeus]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",2,0.0284,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",13,0.2301,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",,,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",2,0.0385,
"Black-bellied Whistling-Duck
[Dendrocygna autumnalis]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",,,
"Muscovy Duck
[Cairina moschata]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Muscovy Duck
[Cairina moschata]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",,,
"Muscovy Duck
[Cairina moschata]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"Muscovy Duck
[Cairina moschata]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Muscovy Duck
[Cairina moschata]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Muscovy Duck
[Cairina moschata]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",1,0.0219,
"Muscovy Duck
[Cairina moschata]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Muscovy Duck
[Cairina moschata]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"Muscovy Duck
[Cairina moschata]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",,,
"Blue-winged Teal
[Anas discors]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Blue-winged Teal
[Anas discors]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",2,0.0234,
"Blue-winged Teal
[Anas discors]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"Blue-winged Teal
[Anas discors]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",cw,0.0000,
"Blue-winged Teal
[Anas discors]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",5,0.1474,
"Blue-winged Teal
[Anas discors]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",16,0.3509,
"Blue-winged Teal
[Anas discors]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Blue-winged Teal
[Anas discors]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"Blue-winged Teal
[Anas discors]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",,,
"Lesser Scaup
[Aythya affinis]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Lesser Scaup
[Aythya affinis]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",1,0.0117,
"Lesser Scaup
[Aythya affinis]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
"Lesser Scaup
[Aythya affinis]","2017 [118]
Count Date: 1/4/2018
# Participants: 24
# Species Reported: 116
Total Hrs.: 51.00",,,
"Lesser Scaup
[Aythya affinis]","2018 [119]
Count Date: 1/5/2019
# Participants: 76
# Species Reported: 137
Total Hrs.: 33.91",,,
"Lesser Scaup
[Aythya affinis]","2019 [120]
Count Date: 1/4/2020
# Participants: 40
# Species Reported: 149
Total Hrs.: 45.60",,,
"Lesser Scaup
[Aythya affinis]","2020 [121]
Count Date: 1/5/2021
# Participants: 47
# Species Reported: 172
Total Hrs.: 67.10",,,
"Lesser Scaup
[Aythya affinis]","2021 [122]
Count Date: 1/4/2022
# Participants: 45
# Species Reported: 166
Total Hrs.: 52.00",,,
"Lesser Scaup
[Aythya affinis]","2022 [123]
Count Date: 1/4/2023
# Participants: 40
# Species Reported: 175
Total Hrs.: 70.30",,,
"Crested Bobwhite
[Colinus cristatus]","2014 [115]
Count Date: 1/2/2015
# Participants: 55
# Species Reported: 129
Total Hrs.: 56.50",,,
"Crested Bobwhite
[Colinus cristatus]","2015 [116]
Count Date: 1/3/2016
# Participants: 61
# Species Reported: 163
Total Hrs.: 85.50",,,
"Crested Bobwhite
[Colinus cristatus]","2016 [117]
Count Date: 1/3/2017
# Participants: 102
# Species Reported: 147
Total Hrs.: 73.75",,,
